movie,sentence,score
더 퍼스트 슬램덩크,감동에 구우웃!!!!,10
더 퍼스트 슬램덩크,"중간중간 너무 잦은 회상이 흐름을 끊는다 생각했는데...다 필요없습니다. 만화 다 소장한 슬램덩크 덕후에게는 뒤로 갈수록 정말 감동이었습니다.연출 음악 미쳤어요. 정대만 주인공으로 한번 더, 강백호 주인공으로 한번 더 만들어주세요ㅋ",10
더 퍼스트 슬램덩크,"영화 시작전 중년 관람객, 아들과 같이온 아빠보며 흐믓했네요. 아바타3보다는 슬램덩크 차기작 기대합니다. ",10
더 퍼스트 슬램덩크,와 드디어 산왕전을 움직임으로 보는날이 ㅠㅠ 그래픽퀄 미쳤습니다.. 모든 시리즈를 이렇게보고싶은건 욕심이려나 ㅠㅡㅠ ,10
더 퍼스트 슬램덩크,설레임으로 시작하여 두근거림으로마지막까지 감성과 감동을 선사한다이작품을 볼수 있다는것에 감사를 표한다,10
더 퍼스트 슬램덩크,태섭스또리가 중간중간 있는게 오히려 경기 집중하다가 흐름이 자꾸 끊긴게 아쉬움.. 어릴적 기억 가지고 봤음에도 사람들이 극찬하는정도의...재미인지는 모르겠는... 경기 막판까지 끌고가는 그 긴장감은 좋았으나... 아쉬움이 많음.. ㅜㅜ,6
더 퍼스트 슬램덩크,"나는 어느덧 중년의 나이가 되었는데, 그들은 그대로구나.. 어릴적 친구들을 다시 만난것 같아 영화 보는 내내 눈가가 촉촉했다. 내가 더 나이가 들더라도 그들의 모습을 계속 볼 수 있었으면 좋겠다. ",9
더 퍼스트 슬램덩크,처음 이런거 써봅니다. 왜 눈물이 나는지 모르겠는데 눈물이 납니다. 우리의 오랜 추억이 다시 살아 숨쉽니다. 도입부 시작 할 때부터 지리고 시작합니다. 꼭 보세요. 두 번 보세요. 저도 다시 한 번 보려고요. ,10
더 퍼스트 슬램덩크,40대를 위한 작가의 선물,10
더 퍼스트 슬램덩크,그냥 봐라 긴말하기도싫다 그냥봐라 끝난다,10
더 퍼스트 슬램덩크,슬램덩크 만화를 보셨다면 적극 추천합니다 마지막에 눈물이 날정도로 감동적이었어요^^,10
더 퍼스트 슬램덩크,진짜 최고… 이걸위해 수십년 기다렸다… ㅠㅠ ,10
더 퍼스트 슬램덩크,슬램덩크 새대였지만 안봤고 흥미없던 사람인데남편한테 이끌려서 가서  본 순간 심장이 두근두근!! 벅차는 감정으로 봤음! ,10
더 퍼스트 슬램덩크,중학교로 돌아간것 같음그때 그감성 역시명작임,10
더 퍼스트 슬램덩크,울고 웃고 감동 받고 그야말로 최고였습니다. 영화관에서 몰입도 있게 보시기 권장 드립니다.,10
더 퍼스트 슬램덩크,추억을 소환. 그 자체로 높은 점수,10
더 퍼스트 슬램덩크,아쉬운 점이 없지는 않지만 그래도 좋다..,9
더 퍼스트 슬램덩크,작화에 굉장히 신경 쓴 모습...좋은 스토리와 마지막 클라이막스에 숨소리도 안들릴정도의 몰입감이 있네요. 영화 분위기상 더빙 말고 일어판를 추천드립니다.,8
더 퍼스트 슬램덩크,재밌습니다. 만화책에는 나오지 않는 송태섭의 과거를 다뤄서 흥미롭습니다,10
더 퍼스트 슬램덩크,과거와 현재를 왔다갔다하면서 긴장의 수축과 이완이 반복되는 점이 좋았음. 경기의 박진감은 만화책이 훨씬 더 좋음. 송태섭을 주인공으로 설정하고 스토리를 추가해서 나름 재미있었음 ,10
더 퍼스트 슬램덩크,"인생만화인 슬램덩크를 스크린에서 살아 움직이는 캐릭터로 만난 것 자체가 감동. 더빙,자막 이틀 연속봤는데 시간은 똑같이 빨리 흐르고 감동은 두배. 너무 재밌다ㅠㅠ",10
더 퍼스트 슬램덩크,그냥 보세요 두번보세요 세번보세요,10
더 퍼스트 슬램덩크,일본 신파영화 그 자체스토리가 재미없다 지루하다공간 사운드는 훌륭하다한 경기를 통해서 풀어가는 이야기가 마치 다큐 억지 신파영화인거같다예전 슬램덩크 감수성은 찾지마시길,2
더 퍼스트 슬램덩크,"한 장면 한장면 모든 것이 감동이었다,제발 다음 이야기도 볼 수 있다면…!!",10
더 퍼스트 슬램덩크,눈물나더라 나이들어서 보니깐 ,10
더 퍼스트 슬램덩크,나 지금 울고있냐고...,10
더 퍼스트 슬램덩크,주인공들이 어떨게 산왕전까지 갔는지 알고 가야한다...정말 슬램덩크 팬을 위한 영화라 생각한다.이번 극장판으로 비로서 슬램덩크는 완결이 났다,10
더 퍼스트 슬램덩크,만화책 봤으면 눈물남 그냥 최고,10
더 퍼스트 슬램덩크,이노우애 땡큐~ 나를 이십대로 돌아가게 해주어서,10
더 퍼스트 슬램덩크,내 어린시절 향수 추억 감동 스토리 연기 영상미 역동적인 만화 모든게 완벽해 강백호 개멋져 시발,10
더 퍼스트 슬램덩크,연출....마지막 1분의 연출....내가 극장에 오기까지에 소비한 돈과 시간이아깝지 않다. 마지막 1분은 정말 어느 영화와비교할수 없다.,10
더 퍼스트 슬램덩크,최고입니다 슬램덩크 알면 최고의 감덩,10
더 퍼스트 슬램덩크,인생작입니다저는 또볼예정입니다,10
더 퍼스트 슬램덩크,최고다 지금이 나에게 영광의 순간입니다,10
더 퍼스트 슬램덩크,더빙판으로 꼭보세요 두번보세요 그시절 우리들에게 강백호는 사쿠라하나미치가 아니라 강백호 였습니다,10
더 퍼스트 슬램덩크,"제목답게 한 해의 시작을 여는 첫 영화로 손색이 없는..! 만화책에서만 보던 캐릭터가 목소리와 생명을 얻어 살아 움직이고, 종이를 한 장 한 장 넘기며 보았던 경기는 스크린에서 현장감을 얻어 완성. 완급조절도 좋고 다 좋은데 회상 씬의 오키나와를 배경으로 하는 외전 &amp;#39;피어스&amp;#39;의 등장인물과의 관계성과 그밖에 만화에 나온 명장면이 몇 개 누락된 점(지나치게 잦은 플래시백은 좀 빼고 명장면 다 넣지..)과 윤대협 0.5초밖에 등장하지 않은 점이 아쉬워서 별 하나 뺐음.. 대신 송태섭이 간지나고 까리하고 잘생김. 더빙으로 한번 더 관람 예정!!",9
더 퍼스트 슬램덩크,완전 몰입해서 봄 진짜 미쳤당~,10
더 퍼스트 슬램덩크,가슴 두근거려 미칠것 같앴어요원작 만화책을 재밋게 보신분에게만 추천합니다,10
더 퍼스트 슬램덩크,첫 등장씬부터 감동!! 펜으로 그린 영상과 딱 어울리는 ost!! 그리고 만화책으로 봤을때도 마지막 20초는 숨멈추고 봤는데 영상으로 보니까 더 집중하고 터졌을때 감동이 더 커져요!! 안보신분들은 만화책 후딱 보고 영화 보러 가세요!!,10
더 퍼스트 슬램덩크,최고다!,10
더 퍼스트 슬램덩크,왜 송태섭을 주로 그린작품인지 영상을 보고 알수 있었음. 그전 작품에서는 송태섭의 빠른 플레이를 담지 못했지만 이번 작품에서는 실제 농구경기를 보는것만큼 생생하게 연출해 냈음. ,10
더 퍼스트 슬램덩크,자막 더빙  다 재밌음~~,10
더 퍼스트 슬램덩크,"한국어로도 일본어로도 모두 외우고 있는 대사였지만, 보는 내내 눈물이 멈추지 않았다.제일 좋아하는 대사 하나가 안나와서 감점.",9
더 퍼스트 슬램덩크,최고의 후속편 이보다 더 완벽할순 없다,10
더 퍼스트 슬램덩크,야빠리...스고이데스네,10
더 퍼스트 슬램덩크,"이노우에 센세, 그저 감사합니다",10
더 퍼스트 슬램덩크,전 초등때 드래곤볼과 슬램덩크를 만화책으로 잼있게 본 기억이 나서 그냥 아무생각없이 와서 봤는데 ‥와‥그냥 농구가아니라 먼가 찡한 교훈을 주네요‥삶이 힘든데 요즘‥저한테 용기를주는 북산이네요‥감사합니다!,10
더 퍼스트 슬램덩크,퍼스트 만화그리고 라스트 만화,9
더 퍼스트 슬램덩크,시작할때 송태섭 반가워서 뭉클.아재인 내 기준엔 아바타보다 재밌었음,10
더 퍼스트 슬램덩크,진슴 슬램덩크를 기억하는 사람으로서...가슴이 불타는줄 알았다,10
더 퍼스트 슬램덩크,만화보다 쪼금 더 스토리 추가되서 감동적인정도,6
더 퍼스트 슬램덩크,시간이 빨리 갔어요. 좋아요,10
더 퍼스트 슬램덩크,단행본으로 볼 때보다 더 숨이 안쉬어지는..이 무슨..말이 필요없다ㅠㅠ 최고 중의 최고,10
더 퍼스트 슬램덩크,역대급입니다 그냥 보세요,10
더 퍼스트 슬램덩크,너무 감동이었네요.꼭 보세요,10
더 퍼스트 슬램덩크,아무것도 모르는 10대 소녀가 봤습니다. 진짜눈물이좔좔흐르더니.. 전 강백호군을 잡게되었습니다... 백호군 이제 알게되어서 미안하다. 집 가서 정주행해야지.,10
더 퍼스트 슬램덩크," 10대의 나를 성장 시켜주었던 애니를 지금은 10대 아들과 함께 볼 수 있어서 진한 여운과 감격을 담아주었고, END 과 아닌 AND로 남을 수 있게 해줘서 고마웠습니다.",10
더 퍼스트 슬램덩크,40대 부부와 10대 남매가 함께 봤어요모두가 만족한 영화였어요^^,10
더 퍼스트 슬램덩크,어렸을때 너무 재밌게 봤었는데 개봉했길래 생각없이 봤는데 …너무 가슴을 울리고 몰입감이 대박입니다. 월드컵보다 집중해서 본듯슬램덩크 보셨던 분들이라면 꼭 보세요!!,10
더 퍼스트 슬램덩크,ㅠ_ㅠ 계속 시리즈 나오게 해주세요 ,10
더 퍼스트 슬램덩크,슬램덩크두번보세요세번보세요ㅠ,10
더 퍼스트 슬램덩크,이렇게 재미있을 일이야?!???,10
더 퍼스트 슬램덩크,시합의 마지막 적막의 일분 동안 숨을 쉴 수 없게 만든 뒤 밀려오는 폭풍 감동.,10
더 퍼스트 슬램덩크,방금 관람했습니다 산왕전을 애니로볼수있는거자체가 정말 감동이네요 더빙으로봤는데 잼나게봤습니다 만화책에서와는다른 전체적인농구경기보는듯한 재미도있고 역시 마지막장면  알고봐도 두근거리는 묘미가있네요 올해최고의 영화가될거같네요 갠적으로 꼭보세요~♡ ,10
더 퍼스트 슬램덩크,중학교 때 처음 만화책으로 볼때 설렘이  2D 애니로는 아쉬웠는데 이번 더퍼스트 슬램덩크는 만화책으로 봤던 설렘을 다시느꼈고 2D의 아쉬움을 날릴만큼 너무 재미있었습니다 더빙 자막 2회차봤습니다언제까지 상영할지 모르겠지만 한번더 관람예정 ,10
더 퍼스트 슬램덩크,와..와우...나의 꿈이 농구선수로 변함,10
더 퍼스트 슬램덩크,옛 추억 새록새록...스토리 영상미 다 좋습니다. 친구들이랑 잼나게 봤네요,10
더 퍼스트 슬램덩크,처음부터 끝까지 전율.,10
더 퍼스트 슬램덩크,또보고싶다………!!!,10
더 퍼스트 슬램덩크,감동입니다 최고였습니다,10
더 퍼스트 슬램덩크,감동 그 자체입니다..ㅠ,10
더 퍼스트 슬램덩크,이전에 만화책을 쭉 본 세대면 몰라도 다소 불친절한 연출 구성에 송태섭 과거 위주의 서사라 아쉽지만 농구 시합을 생생히 그려낸 생동감이 좋다,7
더 퍼스트 슬램덩크,송태섭 과거애기가 몇번씩 나와 영화의몰입이. 잘안되네요,6
더 퍼스트 슬램덩크,사나이의 가슴을 울리는 영화,8
더 퍼스트 슬램덩크,재미와 감동 둘다 선사했네요,10
더 퍼스트 슬램덩크,ㅠㅠ또볼거임 흐흑 정대마이,10
더 퍼스트 슬램덩크,3년만의 영화관람 최고였다,10
더 퍼스트 슬램덩크,그냥 보는내내 행복했다.,10
더 퍼스트 슬램덩크,마지막 그 몇초동안 숨을 못쉬었다...,10
더 퍼스트 슬램덩크,최고 어려을적의 추억과 감동을 다시한번,10
더 퍼스트 슬램덩크,평점 처음 남깁니다.. 그냥 미쳤고 아재 울고 갑니다.,10
더 퍼스트 슬램덩크,"30, 40대 남자라면 무조건 보기를 추천",10
더 퍼스트 슬램덩크,역시 믿고 보는 슬램덩크,10
더 퍼스트 슬램덩크,꼭봐라 두번봐라 세번네번봐라,10
더 퍼스트 슬램덩크,예상한거 보다 훨씬 재미있어서 놀랬음,10
더 퍼스트 슬램덩크,머리속에 만화책장면이 쭉쭉 지나감,10
더 퍼스트 슬램덩크,진짜 다 좋았음 또보고싶을정도로 눈이 호강했음 다만 제발 원작 안본인간들 데리고 오지마라 데리고 올꺼면 주디좀 다물고 보던가 뭔 설명을 그렇게 해대냐 ㅡㅡ 아오 진짜 보다가 쌍욕 나올뻔 ,10
더 퍼스트 슬램덩크,고맙다 .  내젋은날의 초상,10
더 퍼스트 슬램덩크,미쳤다. 뚫어~~~뚫어~~~~ 뚫어~~~~,10
더 퍼스트 슬램덩크,그렇기 힘든 일이었을 줄 20년 만에 알았네.,10
더 퍼스트 슬램덩크,송태섭 뚫어!!! 이때 노래 나올때 진짜 미침,10
더 퍼스트 슬램덩크,마지막 1분의 정적! 여운이 길었어요,9
더 퍼스트 슬램덩크,이노우에작가가 오랜 슬램덩크팬들에게주는 특별한 선물. 송태섭의 시점으로 이야기의 시작과 끝맺음이지만 슬램덩크팬이라면 재밌게 감상이 할수 있음. ,10
더 퍼스트 슬램덩크,만화책으로 읽었던걸 영화관에서 보니 좋았어요,10
더 퍼스트 슬램덩크,농구를 좋아하고 슬램덩크를 사랑하는 사람들에게 작가가 선사하는 최선의 선물!,10
더 퍼스트 슬램덩크,"작화,사운드,서사 만족스러웠다!사운드를 진짜 잘 활용해서 몰입감을 끌어올렸다.하지만 같이 본 어느 오덕커플의 관크로 진심 열받는 상황...앞에 설명 부분이나 감독웃음소리 따라하는건 걍 그렇게 생겨서 생긴대로 노는구나 싶었는데 정적 부분에서 강백호 입모양 대사를 왜 니가 육성으로 쳐하냐^_옆에 여자친구도 끼리끼리라고 말리지는 않고  왜 둘이 영화를 보면서 대화를 하나요 ^_^... 하...개매너 커플아 남한테  피해주지말고 살아라 진짜.... ",10
더 퍼스트 슬램덩크,다시 1편부터 보러간다,10
더 퍼스트 슬램덩크,역시는 역시!! 옛날 성우였음 더 좋았을듯,10
더 퍼스트 슬램덩크,클러치타임 연출때 울컥헀다,10
더 퍼스트 슬램덩크,개쩐다 진짜 지린다 꼭보셈,10
더 퍼스트 슬램덩크,중요한 것은 꺾이지 않는 마음.,10
더 퍼스트 슬램덩크,"정말 농구를 하는 사람, 슬램덩크를 본 사람들 꼭 보세요. 이건 전설입니다.",10
더 퍼스트 슬램덩크,슬램덩크 20~24화를 그때그시절로 돌아가서현제 최고의 영상과 출력으로 볼수있어서 영광입니다.,10
더 퍼스트 슬램덩크,부분부분 느낌과 분위기가 많이 다르네요 그래도 어릴적 잼있게 봤던 기억 살리면서 봤습니다,8
더 퍼스트 슬램덩크,역시 슬램덩크 개쩔어요,10
더 퍼스트 슬램덩크,내생에 탑3 만화 슬램덩크!  다시봐도 닭살이 돗듯 전율이 감돈다!!,10
더 퍼스트 슬램덩크,개쩔어요 진짜 와 이게 예술이지,10
더 퍼스트 슬램덩크,명작은 그 결과를 알고도 다시 찾게 만든다.,10
더 퍼스트 슬램덩크,역시 다시봐도 명작이네요 그간 오랜 시간 슬램덩크를 잊고 살았는데 이 작품을 통해 슬램덩크와 함께 울고 웃었던 유년시절의 감동을 다시금 느낄 수 있었습니다 비록 화려한 영상의 애니는 아니지만 슬램덩크를 사랑했던 분들이라면 단순한 영상 이상의 많은 의미를 얻어갈 수 있는 작품이 될거 같습니다,10
더 퍼스트 슬램덩크,자막으로 봤습니다. 원작에서는 송태섭에 그리 주목하지 않았었는데 태섭이가 정말 멋져 보이는 그런 작품이 되었습니다! 한나씨 너무 예뻐요 북산 산왕 모두 다 멋짐,10
더 퍼스트 슬램덩크,감동 그 자체 ㅠ 만들어주셔서 감사합니다 ㅠㅠㅠ ,10
더 퍼스트 슬램덩크,미친 연출 지리는 영상미 더 지리는 ost,10
더 퍼스트 슬램덩크,예전 슬램덩크가 너무나 그리운 분들은 가서 보세요 ,8
더 퍼스트 슬램덩크,고대유물ㅋㅋㅋ 차라리 집에서 넷플릭스로볼 걸 후회,6
더 퍼스트 슬램덩크,"송태섭 뚫어!강백호, 서태웅 하이파이브!그리고 명대사더빙판으로 본 47 아재가",10
더 퍼스트 슬램덩크,영화보고 계속 ost 무한반복 재생중,9
더 퍼스트 슬램덩크,"30대가 추억이 있냐? 내가 45세인데, 45세 이상 분들정도 되야 슬램덩크와 유년시절을 함께.보냈지 않나 싶다.(애니말고 코믹스븍으로)아~ 나의 10대 시절 이여~ㅠㅠ 농구대잔치 슬램덩크 마지막승부 ㅠㅠ 불꽃남자 정대만 ㅠㅠ",10
더 퍼스트 슬램덩크,빠진 명대사들은 너무 아쉽지만 개봉만으로도 고마움,10
더 퍼스트 슬램덩크,사나이.. 농구만화 보다가 뜨거운 눈물을 흘렸다.,7
더 퍼스트 슬램덩크,너덜너덜 해지도록 보고 또봤던 만화.보고또봐도 가슴뛰는 영화.,10
더 퍼스트 슬램덩크,재미는 진짜 있다근데 명대사나 명장면 삭제가 너무 아쉽다그리고 서태웅이 너무 주목 받지 못 했다,8
더 퍼스트 슬램덩크,나 따위가 평가할 작품이아님. 소름이돋는다.,10
더 퍼스트 슬램덩크,ost가 진짜 개 찰떡임,10
더 퍼스트 슬램덩크,극장판에 알맞게 각색도 하고 개그신도 너무 우스꽝스럽게 표현하지 않은게 좋은 선택인 것 같습니다. 재밌게 잘 봤습니다.,10
더 퍼스트 슬램덩크,1995년도로 타임슬립한 기분이었어요....숨막히는 영상미. ,10
더 퍼스트 슬램덩크,와... 원작 안봤는데도 낭만 개쩌네요ㄷㄷ인생영화,10
더 퍼스트 슬램덩크,말이 필요 없는 명작이다,10
더 퍼스트 슬램덩크,학창시절 다른 애들 풀하우스볼때 슬램덩크랑 드래곤볼만 봤었는데...ㅎㅎ 감동! 다만 너무 함축된 내용이라....처음 슬램덩크 접한 사람들에겐 어리둥절할 수도 있겠어요...영상도 이쁘고..재밌게 잘봤습니다!,10
더 퍼스트 슬램덩크,9살 아들이랑 마누라랑 셋이 봄. 저야 말할 수 없이 재미 있었고 슬럼덩크 잘 모르는. 마누라도. 재미있게 잘 봤다고 함. 자막으로 보고 싶었는데 머 더빙도 나름 괜찮았음 ,10
더 퍼스트 슬램덩크,엄청남. 안보는자가 루저. ,10
더 퍼스트 슬램덩크,농구는 단순한 공놀이로 치부할 수 있지만 슬램덩크는 내 청소년기 희노애락의 축소판이다. 나이 들어서 당시에 느끼지 못했던 현실적인 고민이 현재 나를 지배하지만 시간이 지나서 변하지 않은 것은 연전한 희열이며 감동이다. 너무 감사한 영화,10
더 퍼스트 슬램덩크,옜날 향수자극을 하고 지금봐도 촌스럽지 않은 스토리영상미는덤,10
더 퍼스트 슬램덩크,마지막 역전 상황에서 극장에 고요함 크 지린다 가서봐라 꼭 머 없다,10
더 퍼스트 슬램덩크,"자막, 더빙 다 보고 왔습니다. 정말 최고네요. 추억을 이렇게 되살려주시다니 ㅠ.ㅠ 슬램덩크 내용 하나 모르는 아들도 너무 재밌었다고 합니다~ 감사합니다.송태섭의 돌파 장면은 정말...",10
더 퍼스트 슬램덩크,2023 최고의 영화...,10
더 퍼스트 슬램덩크,30대 중반 아재로서 평점 이딴거 잘 안다는데 이번에 단다.낭만있는 새기들은 가서 보면 된다.,10
더 퍼스트 슬램덩크,그냥 첫 장면부터 울컥~농구에 한때 미쳐살던 내 모습은 왜 자꾸 생각이 나는건지…ㅡㅡ그냥 옛날로 돌아가는 순간이었다.,10
더 퍼스트 슬램덩크,감동 그 잡채...훌륭한 작화와 스토리. 이런 작품을 우린 명작이라고 부르겠지?,10
더 퍼스트 슬램덩크,산왕전을 애니메이션으로 볼 수 있어서 좋았다..,10
더 퍼스트 슬램덩크,극장에서 볼 수 있어서 고맙습니다,10
더 퍼스트 슬램덩크,보는 내내 감동과 손에 땀을 쥐게 하는..,10
더 퍼스트 슬램덩크,"연출력, 그것 이상의 섬세하고 훌륭한 작화! 애니메이션은 원작의 더빙을 좋아해 자막을 즐기는데, 슬램덩크는 우리나라 성우들과의 케미가 뛰어나네요. 송태섭 서사의 감정선도 좋았습니다. 강추! ",9
더 퍼스트 슬램덩크,너무너무너무너므너무너무너ㅜ 재밌음,10
더 퍼스트 슬램덩크,내나이40에 애니메이션보고 가슴이뛸줄은몰랐네...,10
더 퍼스트 슬램덩크,송태섭 주인공 신선했다,10
더 퍼스트 슬램덩크,슬램덩쿠 한번도 본적 없었는데 남자분들이 학창시절에 열광할수밖에 없었네요,10
더 퍼스트 슬램덩크,30대 아저씨 가슴에 감동을 선사 ㅋㅋㅋ아 옛날 생각,10
더 퍼스트 슬램덩크,중학생시절 저런 플레이어들을 꿈꿨지만지금은 그냥 유명호감독이랑 동갑아재가 되어버린.... 두시간동안만은 그시절로 돌아간 느낌!클라스는 영원하다,10
더 퍼스트 슬램덩크,영화 시작 후 북산 5명 스케치부터 시작해완성되는 부분과 마지막 1분은 감동의 연속,10
더 퍼스트 슬램덩크,아…명장면이너무많아..,10
더 퍼스트 슬램덩크,소름만 2만5천번 돋음,10
더 퍼스트 슬램덩크,남은건 눈물젖은 마스크와 손수건…또 보러 갈거다…..,10
더 퍼스트 슬램덩크,후회하고 싶지 않으면 꼭 봐라,10
더 퍼스트 슬램덩크,울었다 울었다고요ㅠㅠ,10
더 퍼스트 슬램덩크,개멋있다개오진다미쳐,10
더 퍼스트 슬램덩크,"추억이 없어서 그런지, 너무 잦은 플래시백이 거슬렸지만 경기 마지막 5분은 너무 쫄깃했음.",7
더 퍼스트 슬램덩크,작화가 끝내주는 영화!,10
더 퍼스트 슬램덩크,어린이도 봤는데 너무 재밌었어요! 또 보고 싶었어요!,10
더 퍼스트 슬램덩크,제발 봐야함..어렸을 때 감동이 몰려오네요,10
더 퍼스트 슬램덩크,슬램덩크 팬에게 선물같은 영화였어요,9
더 퍼스트 슬램덩크,산왕전을 영상으로 볼 수 있다는거 자체가 감동,10
더 퍼스트 슬램덩크,남자의 뜨거운 눈물 .. 나만 혼자 운게 아니라 다행이였다리,10
더 퍼스트 슬램덩크,일본 애니메이션 업계가 만들어낸 예상밖의 수확과 양감.,7
더 퍼스트 슬램덩크,학창시절 최애 만화를 큰 스크린으로 만나는 것 만으로도 너무 좋았는데 ost도 넘 좋았고 자막과 더빙 2가지 버전이라 N차 관람해도 새로운 영화를 보는 것 같아서 또 좋았어요! ,10
더 퍼스트 슬램덩크,진짜 개꿀잼.. 농구 만화 하나라도 본적있다면 놓치면 안된다 이 영화,10
더 퍼스트 슬램덩크,영화 보는 내내 모두 북산 응원팀 같앗네요~^^ 마지막승부를 보는것같은 감동이 있었어요!! 강추합니다ㅎ,10
더 퍼스트 슬램덩크,송태섭 신파빼고는 정말 재미있어요,9
더 퍼스트 슬램덩크,보는 내내 울컥. 전율. 감동.말로 표현 못합니다. 그냥 봐야됨.,10
더 퍼스트 슬램덩크,정말 고맙습니다.최고!최고! 이건 꼭 극장 사운드로 듣고 봐야함,10
더 퍼스트 슬램덩크,뚫어송태섭 지렸습니다,10
더 퍼스트 슬램덩크,말이 필요 없습니다,10
더 퍼스트 슬램덩크,30대 40대 50대를 위한  최고의 만화 책이 다시 거대한 스크리을 통해 돌아왔다,10
더 퍼스트 슬램덩크,팬티 챙겨 가세요. 전 말 했습니다?  ^^,10
더 퍼스트 슬램덩크,더빙판으로 보면 정말 좋습니다 ㄱㄱ,10
더 퍼스트 슬램덩크,아바타보다 10배는 재밌다,10
더 퍼스트 슬램덩크,10여년전 농구에 미쳐 살았던 고등학생 때의 열정이 생각났습니다. 슬램덩크 수십번 읽어서 내용을 다 아는데 동영상으로 보는 그 감동은 정말 최고네요.정말 행복한 시간이 었습니다.,10
더 퍼스트 슬램덩크,역시 베테랑 성우분들의 목소리 찐으로 최고이 영화는 두세번 더 봐야된다,10
더 퍼스트 슬램덩크,슬램덩크의 ㅅ도 모르고 가서 봤습니다 최고에요.,10
더 퍼스트 슬램덩크,영화는 재밌는데 뒷자리 무개념 애들..거의 나레이션 수준 수다때메 정신 혼미하다.. 어른이랑 같이 왔는데 주의를 한번도 안주대.. 그런 애들이 커서 무개념 어른이 되겠지..앵간해야지 거참..  휴....  노키즈 존 시급,10
더 퍼스트 슬램덩크,3040남자분들 꼭보세요 진짜소름계속 ,10
더 퍼스트 슬램덩크,마지막 1분의 소름슬램덩크 팬이라면 꼭 봐야함부족한 송태섭의 서사가 나와 마음에 들었음,10
더 퍼스트 슬램덩크,ㅋㅋㅋㅋ 재밌다.. 돈내고 봐도 후회는 없음.,9
더 퍼스트 슬램덩크,같으면서도 새로움을 느낄 수 있었습니다,10
더 퍼스트 슬램덩크,마지막 1분 내인생영화다,10
더 퍼스트 슬램덩크,최고임! 옛날 생각났음!,10
더 퍼스트 슬램덩크,송태섭의 아대가 두개인 이유 ,10
더 퍼스트 슬램덩크,송태섭 펜인데  26년맘에 송태섭 만나니 너무 좋았어요 ,10
더 퍼스트 슬램덩크,슬램덩크 알고 있는 사람들한테 무조건 명작으로 기억될 듯,10
더 퍼스트 슬램덩크,추억이 ㅠㅠ 감동 ㅠㅠ 온몸이 장면 장면 마다 찌릿찌릿 !! 2시간 엄는 시간이 후쩍 지나 버렸다 ㅠㅠ 중간에 경기 말고 스토리 나올깬 살짝 지루할뻔했지만 전체적으로 굿!!! 그리고 제발 어린아이들 이랑 오실꺼면 극장 매너좀 근데 애가 문제가 아니고 아빠가 문제인듯 애가 물어볼땨 마다 큰소리로 설명 하나한 다해줌 사람들이 눈치를 줘도 농구 용어 나올때 마다 해설자로 온듯 제발 매너좀 지킵시다!!!,10
더 퍼스트 슬램덩크,30년전 중고딩 때의 감동이 전해지네요. 참 먹먹합니다. 강추,10
더 퍼스트 슬램덩크,슬램덩크라 처음 남기네요 두번 보세요,10
더 퍼스트 슬램덩크,기다려온 20년을 보상받은느낌,10
더 퍼스트 슬램덩크,슬램덩크를 이 영화로 처음 접했다.가슴을 뛰게하는 명대사와 전율을 일으키는 명장면들.왜들 그리 이 만화에 열광하는지 알게되는데 걸린시간은 고작 2시간이었다.,10
더 퍼스트 슬램덩크,"농구를 전혀 몰라도, 슬램덩크를 알지못해도 충분히 재밌게 즐길수있음",9
더 퍼스트 슬램덩크,30대 후반인 나에겐 감동 그잡채,10
더 퍼스트 슬램덩크,30대 후반인 나에겐 감동 그잡채,10
더 퍼스트 슬램덩크,영상으로 보니까 감회가 새롭습니다,10
더 퍼스트 슬램덩크,30대 아재입니다 혹시 몰라 팬티 2장 가져갔는데 1장 더 가져갈껄 그랬어요스토리 다 알고있었지만 빨리 그장면이 나왔으면하고 기대하고 기대했습니다도내 넘버원 가드 송태섭의 서사 잘봤습니다더 세컨드 슬램덩크 기대하겠습니다,10
더 퍼스트 슬램덩크,내용 전혀 모르고 봐도 너무 재밌었습니다,10
더 퍼스트 슬램덩크,이건 그냥 내 삶에도 불을 지핀 수준인 듯...평상시에 생각해도 진짜 울컥한다 ㅠㅠ,10
더 퍼스트 슬램덩크,결말은 알지만 숨죽이며 봤다 다시봐도 감동 또 감동,10
더 퍼스트 슬램덩크,만화책에서 부족했던 송태섭의 동기부여와 서사를이번 극장판을 통해 보충해주니슬램덩크라는 작품이 보다 더 완벽해진느낌이다.,10
더 퍼스트 슬램덩크,그냥 쩝니다 그냥 매초 감동이네요,10
더 퍼스트 슬램덩크,학창시절 슬럼덩크는 만화 그이상의 의미였다세월이흘러 40대에 만나 더 퍼스트 슬램덩크 기대반 우려반이였지만 감동 전율 기대 이상의 연출 후회없는 선택이였다 ㅎ,10
더 퍼스트 슬램덩크,굳굳굳 너무 좋았어요최고입니다,10
더 퍼스트 슬램덩크, 온몸의 전율과 감동의 눈물 최고다 감사합니다 감독님,10
더 퍼스트 슬램덩크,인생급 영화. 만화책으로만 몇번을 봤던 내용을 더 생동감 넘치고 숨막히게 잘 만들어냈음. 상상한것보다 더 전율입니다.,10
더 퍼스트 슬램덩크,굿굿,10
더 퍼스트 슬램덩크,만화책 대여점에서 몇권씩 빌려보면서 완독하던 그 시절로 돌아간 느낌이네요ㅠㅠㅠㅠ감사합니다,10
